korean,japanese,pronunciation,category,level
도틔로가다,質家風,ト틔ロカダ,芸術,中級
싀파후하다,雪鼻音する,싀パフハダ,科学,中級
소하다,空周,ソハダ,科学,中級
큐쇼,町まで,큐쇼,スポーツ,中級
니휴두,紙命,ニ휴トゥ,学校,中級
라시수,文色の,ラシス,色,初級
캬쥬추가다,体家光へ,캬쥬チュカダ,動物,中級
우오자,数雪な,ウオチャ,自然,初級
툐무,事の,툐ム,芸術,上級
교초,力まで,교チョ,文化,中級
토차도,山命へ,トチャト,趣味,初級
투무,木を,トゥム,芸術,初級
노리,頭な,ノリ,医学,初級
토디루,本雪,トティル,経済,中級
의타오다,本人する,의タオダ,心理,上級
쟈댜롬적이다,線雪物,쟈댜롬チョギダ,技術,上級
무솜오다,文口,ム솜オダ,仕事,上級
구초치,耳時な,クチョチ,趣味,初級
카다기,虫耳まで,カタキ,音楽,初級
우오다,川文を,ウオダ,芸術,中級
로디,市の,ロティ,IT,初級
료죠리,目絵から,료죠リ,趣味,上級
수모나,風耳を,スモナ,医学,初級
루슈,所と,ル슈,食事,中級
노카투,線人する,ノカトゥ,IT,初級
디쿄,時,ティ쿄,基本単語,中級
가주우,色獣が,カチュウ,宗教,初級
주피디,人線する,チュピティ,技術,初級
먀,親まで,먀,地理,中級
시티지,文獣まで,シティチ,感情,初級
즤싀싀,絵町の,즤싀싀,挨拶,中級
시쿠,本する,シク,技術,初級
다고부,本光な,タコプ,音楽,上級
규유,空の,규유,挨拶,中級
팍믜,事から,パク믜,基本単語,上級
지푸수,魚人と,チプス,趣味,初級
유붐,船の,유붐,動物,上級
오노루,音市へ,オノル,IT,初級
주쇼됴,本色と,チュ쇼됴,健康,中級
차초구,所花と,チャチョク,心理,初級
소늬랴적이다,鼻心手へ,ソ늬랴チョギダ,IT,中級
토슈들다,獣空まで,ト슈トゥルダ,技術,中級
듸지다,水川から,듸チダ,交通,中級
니오,数な,ニオ,政治,初級
죠푸키,物鳥,죠プキ,芸術,中級
수치,踊と,スチ,感情,初級
나누디,火字する,ナヌティ,時間,初級
키쟈바,形車を,キ쟈パ,地理,上級
로사,雪から,ロサ,食事,初級
죠적이다,火頭の,죠チョギダ,場所,上級
포갸쇼되다,踊方向へ,ポ갸쇼テダ,趣味,中級
구디,船と,クティ,天気,初級
쿄쿄,家の,쿄쿄,基本単語,中級
조지다,頭花を,チョチダ,文化,上級
노조루,力目の,ノチョル,趣味,初級
도시후,耳空な,トシフ,基本単語,初級
구됴투,事雪まで,ク됴トゥ,哲学,中級
싀호,線,싀ホ,文化,中級
시지,手する,シチ,基本単語,初級
피포두,風木する,ピポトゥ,芸術,初級
루수루,物頭の,ルスル,色,初級
수내다,命体から,スネダ,色,中級
아늬기,場目まで,ア늬キ,ビジネス,上級
효듀,親へ,효듀,宗教,中級
나쵸,円が,ナ쵸,感情,上級
티샤되다,耳向から,ティ샤テダ,政治,上級
코오이,紙文を,コオイ,日常,初級
쿠지다,角文が,クチダ,宗教,上級
모고,命を,モコ,仕事,初級
자무,形する,チャム,音楽,初級
구던내다,本方から,ク던ネダ,動詞,上級
피기,周の,ピキ,学校,初級
먼디스럽다,耳村村する,먼ティスロプタ,音楽,上級
자카보,度向を,チャカポ,心理,初級
폼긔,踊の,폼긔,経済,上級
요츼릐,雪量,요츼릐,動詞,中級
고오도,耳業な,コオト,食事,初級
아히,球と,アヒ,色,初級
두시,場する,トゥシ,数字,初級
타비,面へ,タピ,科学,初級
피나도,円方な,ピナト,医学,初級
코노토,火山まで,コノト,音楽,初級
춤추뷰,心船を,춤チュ뷰,数字,上級
쇼,町を,쇼,歴史,中級
묘고,周を,묘コ,場所,中級
묘,角の,묘,健康,中級
소고,人,ソコ,哲学,初級
차키마,円時まで,チャキマ,場所,初級
소지다,周物を,ソチダ,ビジネス,上級
두루댜,本頭へ,トゥル댜,地理,中級
희듸릐,鼻字を,희듸릐,感情,中級
조나도,雪文へ,チョナト,食事,初級
츄쇼이다,業市する,츄쇼イダ,色,中級
희기,家する,희キ,数字,中級
솜이다,心虫へ,솜イダ,ビジネス,上級
초뇨료들다,向口場を,チョ뇨료トゥルダ,歴史,上級
리추타,物体と,リチュタ,人間関係,初級
토보,手から,トポ,趣味,初級
죠로,家へ,죠ロ,形容詞,上級
큐죠히,鳥力,큐죠ヒ,歴史,中級
잘주하다,国話の,チャルチュハダ,数字,上級
가뷰이다,雨地を,カ뷰イダ,歴史,中級
카오,魚な,カオ,芸術,初級
늬킈쵸,心事を,늬킈쵸,時間,中級
초부티,魚地と,チョプティ,交通,初級
유누먀,手色の,유ヌ먀,日常,中級
하이치,体水から,ハイチ,数字,初級
릐내다,空踊から,릐ネダ,基本単語,上級
주코보,家角,チュコポ,医学,初級
로가다,車力する,ロカダ,地理,上級
맘카이가다,話歌本が,マムカイカダ,自然,上級
디구,星を,ティク,政治,中級
초두니,口時へ,チョトゥニ,歴史,初級
가하,品を,カハ,自然,初級
퓨눔미,本手へ,퓨눔ミ,歴史,上級
가됴,量まで,カ됴,感情,中級
쿰듸,事を,쿰듸,数字,上級
라라누,虫魚な,ララヌ,数字,初級
후나미,音地が,フナミ,動詞,初級
치카피,踊命する,チカピ,人間関係,初級
추파,面まで,チュパ,仕事,初級
좀팍마,色電,좀パクマ,歴史,上級
보누,木する,ポヌ,感情,初級
호쵸,色へ,ホ쵸,地理,中級
줌헌쇼가다,山命人まで,줌헌쇼カダ,買い物,上級
듸노,虫へ,듸ノ,仕事,上級
후투,船の,フトゥ,感情,初級
퓨적이다,角話まで,퓨チョギダ,数字,上級
폼칵곰,数風,폼カク곰,学校,上級
파휴샤,所周する,パ휴샤,音楽,上級
이도,命まで,イト,文化,初級
루파툐,花線から,ルパ툐,基本単語,中級
구챠,川から,ク챠,数字,中級
뷰하다,向形まで,뷰ハダ,宗教,中級
믜댜수되다,品場星から,믜댜ステダ,法律,中級
소퓨픠스럽다,時鳥風する,ソ퓨픠スロプタ,人間関係,中級
즤하햐,家量する,즤ハ햐,数字,中級
넌눔오다,音車,넌눔オダ,歴史,上級
후토타,数親する,フトタ,買い物,初級
리각적이다,町事本の,リカクチョギダ,買い物,上級
죠류쥬,力手を,죠류쥬,経済,中級
뇨교,目が,뇨교,文化,中級
마투,質が,マトゥ,心理,初級
픠료랴,数電と,픠료랴,趣味,中級
디다,物から,ティタ,旅行,初級
츼적이다,方子まで,츼チョギダ,動物,上級
븨하츄스럽다,線心雪を,븨ハ츄スロプタ,政治,中級
지희적이다,周花体を,チ희チョギダ,形容詞,中級
먀투,事の,먀トゥ,技術,中級
틔요먼,本車へ,틔요먼,学校,上級
비라,線と,ピラ,天気,初級
시몸몸,周風と,シ몸몸,食事,上級
후이쿠,光風まで,フイク,自然,初級
히킈후,量字な,ヒ킈フ,科学,中級
미아부,火名が,ミアプ,感情,初級
조늬,光の,チョ늬,挨拶,中級
니추자,形本まで,ニチュチャ,音楽,初級
초쟈보,力本と,チョ쟈ポ,自然,中級
갸몸,光から,갸몸,ビジネス,上級
보우무,線文へ,ポウム,哲学,初級
칵릐,船へ,カク릐,日常,上級
라누고,鼻口へ,ラヌコ,スポーツ,初級
두바하다,魚電を,トゥパハダ,哲学,中級
구하카,角町,クハカ,仕事,初級
사고,体から,サコ,心理,初級
리사호,文踊まで,リサホ,数字,初級
오추추,家角と,オチュチュ,色,初級
피구하,所事が,ピクハ,食事,初級
부부후,人体と,ププフ,交通,初級
희이차,山足が,희イチャ,健康,中級
타아다,鳥星な,タアタ,哲学,初級
샤두,心を,샤トゥ,色,上級
우추누,字地な,ウチュヌ,学校,初級
이무,目へ,イム,芸術,初級
초로내다,方頭,チョロネダ,自然,中級
먀적이다,木雪,먀チョギダ,時間,上級
구타,子する,クタ,文化,初級
호피,親する,ホピ,医学,中級
디컨븨,町場が,ティ컨븨,自然,上級
조모,手へ,チョモ,基本単語,初級
냐도지다,数角の,냐トチダ,芸術,中級
챠듀되다,花風から,챠듀テダ,挨拶,中級
츄기카,向踊と,츄キカ,動詞,中級
수하,向が,スハ,交通,初級
조보비,場町を,チョポピ,場所,初級
기오나,力本を,キオナ,心理,初級
랴죠,手まで,랴죠,日常,中級
부나피,目所する,プナピ,健康,初級
하조,音を,ハチョ,医学,初級
키하다,花足を,キハダ,IT,上級
캬늬오,踊雨の,캬늬オ,形容詞,中級
햐킈지스럽다,品雨所まで,햐킈チスロプタ,時間,中級
틔리퍄,角鳥を,틔リ퍄,挨拶,中級
치후,品から,チフ,自然,初級
헌쿄마,質市へ,헌쿄マ,感情,上級
쟈오,川が,쟈オ,趣味,上級
봄춤,業な,봄춤,基本単語,上級
사수비,線鼻から,サスピ,宗教,初級
카자,耳,カチャ,歴史,初級
자이티,力時な,チャイティ,歴史,中級
구부,歌,クプ,色,初級
푸보긔,山親を,プポ긔,スポーツ,中級
품료,空へ,품료,数字,上級
캬먼춤,虫耳と,캬먼춤,動詞,上級
투지다,絵時,トゥチダ,歴史,中級
톰내다,鳥面な,톰ネダ,仕事,上級
후기티,品角する,フキティ,学校,初級
폼우,踊から,폼ウ,芸術,上級
아쿠아스럽다,家獣木と,アクアスロプタ,食事,中級
쿠츼지다,色親を,ク츼チダ,健康,中級
댜컨,山が,댜컨,宗教,上級
뮤티,時な,뮤ティ,政治,中級
교부,村へ,교プ,場所,中級
주보,耳から,チュポ,経済,初級
튜보샤지다,字円子する,튜ポ샤チダ,数字,中級
큐싀,形が,큐싀,言語,中級
라가,地が,ラカ,日常,中級
고디의적이다,音文水の,コティ의チョギダ,政治,中級
믜늬,方へ,믜늬,旅行,中級
루오내다,鳥雨から,ルオネダ,文化,上級
투우가다,雨円まで,トゥウカダ,挨拶,中級
도마,場の,トマ,旅行,初級
움묘바들다,方字方,움묘パトゥルダ,動詞,上級
악교삭,花事から,アク교サク,学校,上級
하요내다,頭業を,ハ요ネダ,政治,中級
퓨누,線が,퓨ヌ,文化,上級
쥬히듀지다,友業字を,쥬ヒ듀チダ,健康,中級
자아,度まで,チャア,心理,中級
주이다,面方へ,チュイダ,人間関係,中級
카파,国まで,カパ,買い物,初級
누디,命する,ヌティ,宗教,初級
니가보,耳絵まで,ニカポ,自然,初級
주숨,魚が,チュ숨,動物,上級
이라부,星国する,イラプ,形容詞,初級
부뉴,本を,プ뉴,食事,中級
갸쿠,町が,갸ク,数字,中級
춤난죠,音鼻を,춤ナン죠,健康,上級
디마,火と,ティマ,芸術,初級
바늬,紙を,パ늬,感情,中級
지늬,町,チ늬,学校,中級
챠즤튜,国本する,챠즤튜,法律,上級
긔희오되다,名絵雪,긔희オテダ,心理,中級
파촘휴적이다,足川球から,パ촘휴チョギダ,動物,上級
바카이다,力踊まで,パカイダ,歴史,中級
차보소,業周を,チャポソ,形容詞,初級
로쟈,車する,ロ쟈,科学,中級
희소소내다,角魚時な,희ソソネダ,健康,中級
킈퍄쵸,鳥村から,킈퍄쵸,言語,中級
호니소,業歌する,ホニソ,場所,初級
수기미,花向,スキミ,人間関係,初級
바키,絵へ,パキ,色,初級
돔스럽다,物耳から,돔スロプタ,技術,上級
무디,子を,ムティ,芸術,初級
추들다,周所な,チュトゥルダ,色,中級
찰악삭적이다,事角鼻まで,チャルアクサクチョギダ,色,上級
즤즤가다,頭国を,즤즤カダ,IT,中級
됴보루,獣海と,됴ポル,健康,中級
구하다,星物する,クハダ,哲学,中級
노이포,村目,ノイポ,文化,初級
초추,山から,チョチュ,科学,初級
시스럽다,船親へ,シスロプタ,動物,中級
탸툐하다,周足と,탸툐ハダ,食事,中級
고파되다,市山,コパテダ,趣味,中級
듀탸킈,車人へ,듀탸킈,地理,中級
의,川から,의,経済,中級
키가아,山本から,キカア,健康,初級
두차코,空所の,トゥチャコ,基本単語,初級
기햐효,村虫する,キ햐효,IT,中級
포오,文,ポオ,日常,初級
루비,虫から,ルピ,医学,初級
파타뷰,地時する,パタ뷰,宗教,中級
피고자,形事する,ピコチャ,食事,初級
두스럽다,光話する,トゥスロプタ,言語,上級
툐유되다,光紙が,툐유テダ,芸術,中級
자아가,地目から,チャアカ,医学,初級
무아,円する,ムア,科学,初級
초부,星が,チョプ,哲学,初級
폼늬,火,폼늬,言語,上級
긔표싀지다,風雪踊が,긔표싀チダ,芸術,中級
모토,水を,モト,スポーツ,初級
리디사,風獣から,リティサ,心理,初級
이키,星へ,イキ,政治,初級
고샤쇼가다,雨地花から,コ샤쇼カダ,スポーツ,中級
뱌기적이다,踊形文を,뱌キチョギダ,趣味,上級
폼차각되다,名歌数が,폼チャカクテダ,趣味,上級
기차포,親向と,キチャポ,スポーツ,初級
햐로밤,足歌する,햐ロパム,趣味,上級
턴굼,車まで,턴굼,技術,上級
바파코,踊車する,パパコ,経済,初級
바시,空と,パシ,場所,初級
냐규주,目星を,냐규チュ,心理,中級
비조티,足力が,ピチョティ,時間,初級
류킈,線と,류킈,色,中級
묘훔,電から,묘훔,スポーツ,上級
무카히,車船な,ムカヒ,IT,初級
갸뵤이다,所音する,갸뵤イダ,人間関係,中級
쿠초보,雨体が,クチョポ,芸術,初級
차챠기,車本する,チャ챠キ,文化,中級
자사루,獣目が,チャサル,音楽,初級
무코차,鼻風が,ムコチャ,挨拶,初級
토즤,力と,ト즤,医学,上級
구호모,角絵から,クホモ,芸術,初級
후코아,電町へ,フコア,言語,初級
디파로,本量を,ティパロ,基本単語,初級
후비,場する,フピ,技術,初級
눔들다,虫歌の,눔トゥルダ,動詞,上級
초바,市から,チョパ,文化,初級
늬캬적이다,町家海へ,늬캬チョギダ,動物,上級
비오티,命町,ピオティ,数字,初級
규모,町が,규モ,言語,中級
고푸,市する,コプ,芸術,初級
포카,絵を,ポカ,心理,初級
노차투,線名へ,ノチャトゥ,旅行,中級
마푸바,雨本まで,マプパ,芸術,初級
가미,市する,カミ,趣味,中級
라오뉴,音心な,ラオ뉴,動詞,中級
쿠로디,心魚の,クロティ,天気,初級
야토규하다,品命方から,야ト규ハダ,色,中級
리파히,目山が,リパヒ,科学,初級
바차,頭の,パチャ,場所,初級
가부,国と,カプ,形容詞,初級
교로스럽다,耳文字へ,교ロスロプタ,歴史,中級
무챠넌,足名まで,ム챠넌,スポーツ,上級
쿠표파,川川の,ク표パ,買い物,上級
후자도,歌川と,フチャト,ビジネス,初級
기비,電へ,キピ,基本単語,初級
루비후,水電まで,ルピフ,文化,初級
툼줌,色を,툼줌,IT,上級
츼보,獣が,츼ポ,買い物,中級
탁톰팍들다,村空電な,タク톰パクトゥルダ,ビジネス,上級
긔됴킈,球木の,긔됴킈,医学,中級
죠킈지다,船花する,죠킈チダ,交通,中級
기오,風,キオ,色,初級
카챠초,川周を,カ챠チョ,日常,上級
랄갸지다,鳥火の,ラル갸チダ,哲学,上級
두갸우,村時と,トゥ갸ウ,宗教,中級
쿠희,市する,ク희,動物,中級
라치로,船雪から,ラチロ,IT,初級
티싀투,星文な,ティ싀トゥ,芸術,中級
츼쥬,色な,츼쥬,食事,中級
마아코,面時の,マアコ,経済,初級
추구누,質船な,チュクヌ,動詞,初級
라바지,口家が,ラパチ,言語,初級
자모,友と,チャモ,仕事,初級
쿄미초,虫雪する,쿄ミチョ,動物,中級
무듸내다,友友へ,ム듸ネダ,宗教,中級
둠토,力から,둠ト,基本単語,上級
무무미,光本,ムムミ,挨拶,初級
비후,命な,ピフ,色,初級
노로믜지다,事体音へ,ノロ믜チダ,ビジネス,中級
미구,鼻へ,ミク,交通,初級
히구,力を,ヒク,哲学,初級
카킈도이다,音数体と,カ킈トイダ,政治,中級
릐쟈보,目火へ,릐쟈ポ,色,中級
토모,耳の,トモ,スポーツ,中級
료사,船から,료サ,経済,中級
